accession_number	organism_name	path
GQ246953	Candidimonas bauzanensis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Candidimonas"
MF457653	Pusillimonas thiosulfatoxidans	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Pusillimonas"
FN556191	Candidimonas nitroreducens	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Candidimonas"
FN556192	Candidimonas humi	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Candidimonas"
FJ948170	Eoetvoesia caeni	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Eoetvoesia"
KY114945	Paracandidimonas soli	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Paracandidimonas"
MG744600	Paracandidimonas caeni	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Paracandidimonas"
KM083134	Caenimicrobium hargitense	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Caenimicrobium"
DQ466075	Parapusillimonas granuli	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Parapusillimonas"
D88008	Alcaligenes faecalis subsp. faecalis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Alcaligenes"
AY296718	Alcaligenes faecalis subsp. phenolicus	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Alcaligenes"
AB920828	Alcaligenes pakistanensis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Alcaligenes"
AJ937889	Alcaligenes aquatilis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Alcaligenes"
AJ242986	Alcaligenes faecalis subsp. parafaecalis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Alcaligenes"
KR967368	Alcaligenes endophyticus	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Alcaligenes"
JN873915	Paenalcaligenes hermetiae	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Paenalcaligenes"
JX217748	Paenalcaligenes suwonensis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Paenalcaligenes"
FN391024	Paenalcaligenes hominis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Paenalcaligenes"
AB166879	Castellaniella caeni	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Castellaniella"
EU873313	Castellaniella ginsengisoli	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Castellaniella"
KX988314	Castellaniella fermenti	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Castellaniella"
JQ319891	Castellaniella hirudinis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Castellaniella"
GQ241321	Castellaniella daejeonensis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Castellaniella"
U82826	Castellaniella denitrificans	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Castellaniella"
AJ005447	Castellaniella defragrans	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Castellaniella"
KP401771	Paralcaligenes ginsengisoli	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Paralcaligenes"
FJ793551	Paralcaligenes ureilyticus	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Paralcaligenes"
KF056995	Pusillimonas caeni	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Pusillimonas"
MK078037	Pusillimonas maritima	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Pusillimonas"
AY695828	Pusillimonas noertemannii	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Pusillimonas"
EF672088	Pusillimonas ginsengisoli	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Pusillimonas"
GQ232740	Pusillimonas harenae	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Pusillimonas"
GQ241322	Pusillimonas soli	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Pusillimonas"
KY214293	Corticimicrobacter populi	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Corticimicrobacter"
AM944734	Advenella incenata	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Advenella"
AJ864470	Advenella kashmirensis subsp. kashmirensis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Advenella"
KF683075	Advenella kashmirensis subsp. methylica	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Advenella"
AY880023	Advenella mimigardefordensis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Advenella"
KJ169456	Advenella alkanexedens	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Advenella"
AB567741	Advenella faeciporci	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Advenella"
HF558382	Pelistega europaea	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Pelistega"
AF067729	Taylorella asinigenitalis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Taylorella"
X68645	Taylorella equigenitalis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Taylorella"
AREM01000088	Oligella ureolytica	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Oligella"
AF133538	Oligella urethralis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Oligella"
AJ277742	Brackiella oedipodis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Brackiella"
KF692037	Pelistega indica	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Pelistega"
LN830267	Pelistega suis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Pelistega"
MN369768	Pelistega ratti	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Pelistega"
AY131213	Kerstersia gyiorum	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Kerstersia"
AY131212	Kerstersia similis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Kerstersia"
JX412111	Basilea psittacipulmonis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;""Basilea"
MK690537	Paraburkholderia guartelaensis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
MK675115	Paraburkholderia acidisoli	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
MK675116	Paraburkholderia acidiphila	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
AB682297	Paraburkholderia oxyphila	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
AF263278	Paraburkholderia sacchari	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
JF763851	Paraburkholderia paradisi	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
KF601211	Paraburkholderia metalliresistens	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
AJ420332	Paraburkholderia tropica	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
AB561874	Paraburkholderia bannensis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
AY221956	Paraburkholderia unamae	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
JQ692176	Paraburkholderia eburnea	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
EF139184	Paraburkholderia lycopersici	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
GU171384	Paraburkholderia denitrificans	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
JF763857	Paraburkholderia hiiakae	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
JF763849	Paraburkholderia peleae	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
KP938222	Paraburkholderia dinghuensis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
AB537486	Paraburkholderia heleia	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
AY965240	Paraburkholderia silvatlantica	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
AB537489	Paraburkholderia mimosarum	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
MF950896	Paraburkholderia caseinilytica	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
AY773189	Paraburkholderia nodosa	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
MF979829	Paraburkholderia silviterrae	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
DQ514537	Paraburkholderia ferrariae	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
MK672000	Paraburkholderia pallida	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
EF139186	Paraburkholderia caballeronis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
AB024310	Paraburkholderia kururiensis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
FJ796457	Paraburkholderia humisilvae	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
AB365791	Paraburkholderia rhizosphaerae	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
KJ601731	Paraburkholderia jirisanensis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
FJ772068	Paraburkholderia solisilvae	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
HM366717	Paraburkholderia diazotrophica	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
MH393406	Paraburkholderia phosphatilytica	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
MK690525	Paraburkholderia franconis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
LN875219	Paraburkholderia piptadeniae	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
AB513180	Paraburkholderia acidipaludis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
KJ746438	Paraburkholderia susongensis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
CP017562	Paraburkholderia sprentiae	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
AJ302311	Paraburkholderia tuberum	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
FN543659	Paraburkholderia youngii	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
KF155692	Paraburkholderia monticola	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
AF061872	Paraburkholderia sartisoli	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
MF979827	Paraburkholderia telluris	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
U96936	Paraburkholderia phenazinium	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
KP938221	Paraburkholderia pallidirosea	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
JX009148	Paraburkholderia dipogonis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
AY497470	Paraburkholderia phytofirmans	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
CP022989	Paraburkholderia aromaticivorans	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
KC817488	Paraburkholderia aspalathi	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
EU035613	Paraburkholderia sediminicola	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
MN723157	Paraburkholderia elongata	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
KF733462	Paraburkholderia insulsa	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
AF215705	Paraburkholderia fungorum	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
NZ_QPER01000001.1	Paraburkholderia agricolaris	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
MN239497	Paraburkholderia madseniana	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
MN723156	Paraburkholderia solitsugae	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
MW628182	Paraburkholderia acidicola	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
AM489502	Paraburkholderia megapolitana	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
AF215704	Paraburkholderia caledonica	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
HF674688	Paraburkholderia strydomiana	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
HQ698908	Paraburkholderia dilworthii	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
HE862279	Paraburkholderia fynbosensis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
AB681301	Paraburkholderia ginsengisoli	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
AM489501	Paraburkholderia bryophila	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
JF763856	Paraburkholderia metrosideri	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
JRZC01000915	Paraburkholderia kirstenboschensis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
LR861108	Paraburkholderia dioscoreae	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
CP000270	Paraburkholderia xenovorans	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
FR872407	Paraburkholderia ultramafica	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
LN875221	Paraburkholderia ribeironis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
KY694400	Paraburkholderia panacihumi	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
KY694398	Paraburkholderia panacisoli	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
KT607985	Paraburkholderia caffeinilytica	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
AY435213	Paraburkholderia phenoliruptrix	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
EU219865	Paraburkholderia rhynchosiae	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
AY040362	Paraburkholderia terricola	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
U96939	Paraburkholderia graminis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
MG745917	Paraburkholderia lacunae	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
LXJZ01000218	Paraburkholderia ginsengiterrae	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
HF674712	Paraburkholderia steynii	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
AB201285	Paraburkholderia terrae	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
AY040365	Paraburkholderia hospita	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
Y17009	Paraburkholderia caribensis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
CP001043	Paraburkholderia phymatum	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
AY773186	Paraburkholderia sabiae	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
KY078851	Paraburkholderia azotifigens	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
MH379802	Paraburkholderia flava	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Paraburkholderia"
FCOA02000075	Caballeronia hypogeia	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Caballeronia"
FCOM02000208	Caballeronia arvi	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Caballeronia"
FCOF02000102	Caballeronia catudaia	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Caballeronia"
HG324048	Caballeronia cordobensis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Caballeronia"
HM802212	Caballeronia zhejiangensis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Caballeronia"
KJ400396	Caballeronia jiangsuensis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Caballeronia"
FCOI02000076	Caballeronia temeraria	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Caballeronia"
KF155693	Caballeronia megalochromosomata	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Caballeronia"
FCNX02000042	Caballeronia fortuita	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Caballeronia"
FCOE02000091	Caballeronia pedi	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Caballeronia"
JN256678	Caballeronia grimmiae	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Caballeronia"
FCOX02000168	Caballeronia calidae	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Caballeronia"
FCOJ02000126	Caballeronia glebae	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Caballeronia"
FCNV02000034	Caballeronia concitans	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Caballeronia"
FCOB02000074	Caballeronia ptereochthonis	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Caballeronia"
FCOD02000076	Caballeronia turbans	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Caballeronia"
FR872397	Caballeronia novacaledonica	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Caballeronia"
AP013058	Caballeronia insecticola	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Caballeronia"
FCOH02000055	Caballeronia peredens	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Caballeronia"
AEJF01000000	Caballeronia mineralivorans	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;""Caballeronia"
